timestamp,platform,user,channel,intent,confidence,lang,rawMessage,cleanMessage,response
2018-10-2 15:40:24,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-2 15:40:25,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-2 15:40:40,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,discover-artist,1,en,"Tell me about mozart","Tell me about Mozart",<result_card>
2018-10-2 15:41:01,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,works-by,1,en,"Give me few works by Mozart","Give me few works by Mozart","Ok! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-10-2 15:41:13,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,works-by-something,1,en,"genre sonata","genre sonata","Perfect! Do you want to add something?"
2018-10-2 15:41:17,socket,2011c3db-f481-21df-2a34-d9975072f9bc,socket,works-by - no,1,en,"no","no",<result_card>
2018-10-4 09:56:19,socket,fc3c4ec3-4c08-a32b-8eee-b6e191861b2d,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-5 14:00:28,socket,198e97b7-a400-ac80-144f-dedbf9d4a245,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-9 12:23:08,socket,5575a08e-5b93-5c2a-0b63-245ba0dbf512,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-9 12:23:13,socket,5575a08e-5b93-5c2a-0b63-245ba0dbf512,socket,hello,1,en,"hello","hello","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-9 12:23:13,socket,5575a08e-5b93-5c2a-0b63-245ba0dbf512,socket,works-by,1,en,"give me works by Bach","give me works by Bach","No problem! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-10-9 12:23:26,socket,5575a08e-5b93-5c2a-0b63-245ba0dbf512,socket,works-by - no,1,en,"no thank you","no thank you",<result_card>
2018-10-11 14:03:00,socket,61d47df7-7242-74ac-e5c4-124eb666b3f0,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-11 18:37:43,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-11 18:38:16,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,discover-artist,0.6000000238418579,en,"Who was Beethoven","Who was Beethoven",<result_card>
2018-10-11 18:42:06,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,discover-artist,0.6000000238418579,en,"Who was Mozart","Who was Mozart",<result_card>
2018-10-11 18:44:10,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,works-by,0.550000011920929,en,"What are Mozart's works","What are Mozart's works","No problem! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-10-11 18:44:19,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,works-by - no,1,en,"No","No",<result_card>
2018-10-11 18:44:49,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,works-by,0.550000011920929,en,"What are Salieri's works","What are Salieri's works","Sure! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-10-11 18:45:01,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,works-by-something,0.9800000190734863,en,"piano","piano","Perfect! Do you want to add something?"
2018-10-11 18:45:16,socket,93fb07c9-5d52-be77-77da-7a9ffaa626bf,socket,works-by,0.550000011920929,en,"What are Salieri's piano works","What are Salieri's piano works","Sure! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-10-12 19:03:25,socket,f6b700df-97eb-ee09-1208-001e7e49c39a,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-14 20:03:56,socket,4142d30b-90de-3788-e96d-3f2f6f03f527,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-16 04:35:11,socket,01ad1747-2e93-9362-c5c3-57622bce47d4,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-16 04:35:48,socket,01ad1747-2e93-9362-c5c3-57622bce47d4,socket,hello,1,en,"Hey","Hey","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-10-16 04:35:55,socket,01ad1747-2e93-9362-c5c3-57622bce47d4,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
