timestamp,platform,user,channel,intent,confidence,lang,rawMessage,cleanMessage,response
2018-6-14 16:03:35,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-14 18:19:49,slack,U9PUY35FD,DA0A1ALET,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 13:59:34,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.75,en,"Tell me one work by Beethoven","Tell me one work by Beethoven","You told me few filters. Do you want to add something?"
2018-6-16 14:05:30,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.7300000190734863,en,"Tell me one work by Beethoven","Tell me one work by Beethoven","You told me few filters. Do you want to add something?"
2018-6-16 14:05:36,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks!","Ok tell me what"
2018-6-16 14:06:23,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:06:23,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:06:30,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.7300000190734863,en,"Tell me one work by Beethoven","Tell me one work by Beethoven","Sure! Do you want to add some filters?"
2018-6-16 14:06:37,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks!","Ok tell me what"
2018-6-16 14:06:41,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8799999952316284,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:06:54,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:07:01,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,0.7699999809265137,en,"Nor it's OK","No it's ok!","Ok tell me what"
2018-6-16 14:09:54,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:10:05,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.7300000190734863,en,"Tell me one work by Beethoven","Tell me one work by Beethoven","Ok! Do you want to add some filters?"
2018-6-16 14:10:12,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks!","Ok tell me what"
2018-6-16 14:10:16,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8700000047683716,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:10:20,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:12:19,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:12:32,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.7300000190734863,en,"Tell me one work by Beethoven","Tell me one work by Beethoven!","No problem! Do you want to add some filters?"
2018-6-16 14:12:52,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:14:47,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:14:53,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:15:36,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me 2 works by Beethoven","Give me 2 works by Beethoven!","Sure! Do you want to add some filters?"
2018-6-16 14:19:29,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:19:39,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me 2 works by Beethoven","Give me 2 works by Beethoven!","Ok! Do you want to add some filters?"
2018-6-16 14:24:25,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me 2 works by Beethoven","Give me 2 works by Beethoven!","Ok! Do you want to add some filters?"
